YEAR,PSTATABB,FIPSST,NAMEPCAP,STHTIAN,STHTIOZ,STHTIANT,STHTIOZT,STNGENAN,STNGENOZ,STNOXAN,STNOXOZ,STSO2AN,STCO2AN,STCH4AN,STN2OAN,STCO2EQA,STHGAN,STNOXRTA,STNOXRTO,STSO2RTA,STCO2RTA,STCH4RTA,STN2ORTA,STC2ERTA,STHGRTA,STNOXRA,STNOXRO,STSO2RA,STCO2RA,STCH4RA,STN2ORA,STC2ERA,STHGRA,STNOXCRT,STNOXCRO,STSO2CRT,STCO2CRT,STCH4CRT,STN2OCRT,STHGCRT,STCNOXRT,STONOXRT,STGNOXRT,STFSNXRT,STCNXORT,STONXORT,STGNXORT,STFSNORT,STCSO2RT,STOSO2RT,STGSO2RT,STFSS2RT,STCCO2RT,STOCO2RT,STGCO2RT,STFSC2RT,STCCH4RT,STOCH4RT,STGCH4RT,STFCH4RT,STCN2ORT,STON2ORT,STGN2ORT,STFN2ORT,STCC2ERT,STOC2ERT,STGC2ERT,STFSC2ERT,STCHGRT,STFSHGRT,STCNOXR,STONOXR,STGNOXR,STFSNXR,STCNXOR,STONXOR,STGNXOR,STFSNOR,STCSO2R,STOSO2R,STGSO2R,STFSS2R,STCCO2R,STOCO2R,STGCO2R,STFSC2R,STCCH4R,STOCH4R,STGCH4R,STFCH4R,STCN2OR,STON2OR,STGN2OR,STFN2OR,STCC2ER,STOC2ER,STGC2ER,STFSC2ER,STCHGR,STFSHGR,STNBNOX,STNBNXO,STNBSO2,STNBCO2,STNBCH4,STNBN2O,STNBC2E,STNBHG,STGENACL,STGENAOL,STGENAGS,STGENANC,STGENAHY,STGENABM,STGENAWI,STGENASO,STGENAGT,STGENAOF,STGENAOP,STGENATN,STGENATR,STGENATH,STGENACY,STGENACN,STCLPR,STOLPR,STGSPR,STNCPR,STHYPR,STBMPR,STWIPR,STSOPR,STGTPR,STOFPR,STOPPR,STTNPR,STTRPR,STTHPR,STCYPR,STCNPR,STNBGNCL,STNBGNOL,STNBGNGS,STNBGNNC,STNBGNHY,STNBGNBM,STNBGNWI,STNBGNSO,STNBGNGT,STNBGNOF,STNBGNOP,STNBCLPR,STNBOLPR,STNBGSPR,STNBNCPR,STNBHYPR,STNBBMPR,STNBWIPR,STNBSOPR,STNBGTPR,STNBOFPR,STNBOPPR
2018,NM,35,13237,251324292,120645478,320626979,147435267,32534843,14609865,17298,7809,3668,21687069,3500384,499019,21805178,--,1.063,1.069,0.226,1333.16,0.108,0.015,1340.42,--,0.138,0.129,0.029,172.582,0.014,0.002,173.522,--,1.388,1.395,0.294,1739.544,0.14,0.02,--,2.02,15.976,0.644,1.388,1.931,15.938,0.708,1.338,0.54,9.006,0.005,0.294,2355.308,2912.805,1016.037,1739.836,0.243,0.118,0.019,0.14,0.035,0.024,0.002,0.02,2371.933,2922.781,1017.104,1749.311,--,--,0.178,0.896,0.075,0.138,0.166,0.897,0.079,0.129,0.048,0.505,0.001,0.029,207.266,163.326,118.595,172.626,0.021,0.007,0.002,0.014,0.003,2.646,0,0.002,208.729,163.885,118.719,173.566,--,--,1.607,1.54,0.312,1880.294,0.159,0.023,1891.021,--,13401532,20737,11491510,0,149546,21156,6091551,1346404,13138,0,-731,24913048,7621796,7472250,24934204,7600639,0.412,0.001,0.353,0,0.005,0.001,0.187,0.041,0,0,0,0.766,0.234,0.23,0.766,0.234,9756313,169,6147665,0,0,4955,0,0,0,0,0,0.613,0,0.386,0,0,0,0,0,0,0,0
2018,NV,32,21064,227724812,116567427,321278421,161037275,39607668,19790524,10405,5813,3790,14750182,1135937,144704,14785942,--,0.525,0.587,0.191,744.814,0.029,0.004,746.62,--,0.091,0.1,0.033,129.544,0.005,0.001,129.858,--,0.711,0.795,0.259,1008.017,0.039,0.005,--,2.259,0,0.566,0.71,2.599,0,0.593,0.781,2.638,0,0.006,0.23,2244.926,0,886.544,1002.242,0.274,0,0.017,0.039,0.04,0,0.002,0.005,2263.651,0,887.47,1004.683,--,--,0.211,0,0.076,0.092,0.242,0,0.079,0.1,0.246,0,0.001,0.03,209.629,0,118.68,129.39,0.026,0,0.002,0.005,0.004,0,0,0.001,211.378,0,118.804,129.705,--,--,0.784,0.856,0.326,1054.906,0.049,0.006,1058.018,--,2485046,10245,26688612,0,1881266,53066,312348,4686322,3461982,0,28782,29212684,10394984,8513718,29265750,10341918,0.063,0,0.674,0,0.047,0.001,0.008,0.118,0.087,0,0.001,0.738,0.262,0.215,0.739,0.261,2114027,0,15207115,0,0,24410,0,0,0,0,0,0.122,0,0.877,0,0,0.001,0,0,0,0,0
2018,NY,36,51892,475320037,239944395,1233177071,551317795,132500582,59122941,15441,7059,5705,27632119,3818106,486087,27737892,--,0.233,0.239,0.086,417.087,0.029,0.004,418.683,--,0.065,0.059,0.024,116.267,0.008,0.001,116.712,--,0.55,0.564,0.203,984.99,0.068,0.009,--,1.691,1.494,0.335,0.431,1.608,1.029,0.341,0.402,6.669,0.99,0.049,0.199,2043.674,1341.62,937.997,979.658,0.247,0.035,0.018,0.022,0.036,0.006,0.002,0.003,2060.568,1344.131,939.029,980.995,--,--,0.17,0.141,0.043,0.054,0.157,0.092,0.042,0.049,0.67,0.093,0.006,0.025,205.204,126.161,119.611,121.563,0.025,0.003,0.002,0.003,0.004,1.036,0,0,206.901,126.397,119.742,121.729,--,--,0.605,0.558,0.305,1062.997,0.035,0.004,1065.074,--,690386,1590193,50810944,42919011,29199282,3027432,3980870,295016,0,276,-12828,95997981,36502600,7303318,56106402,76394179,0.005,0.012,0.383,0.324,0.22,0.023,0.03,0.002,0,0,0,0.724,0.275,0.055,0.423,0.577,688346,3478364,29500446,0,0,512437,0,0,0,0,0,0.02,0.102,0.863,0,0,0.015,0,0,0,0,0
2018,OH,39,48923,962026468,399813641,1172770637,487623370,126184611,51519197,53278,18072,90303,83374477,15576861,2240618,83903040,--,0.844,0.702,1.431,1321.468,0.123,0.018,1329.846,--,0.111,0.09,0.188,173.331,0.016,0.002,174.43,--,1.008,0.837,1.708,1576.725,0.147,0.021,--,1.602,1.353,0.149,0.986,1.335,1.283,0.169,0.835,2.898,4.986,0.042,1.716,2066.324,3021.363,901.3,1585.183,0.246,0.102,0.018,0.148,0.036,0.02,0.002,0.021,2083.126,3029.974,902.306,1595.231,--,--,0.159,0.093,0.02,0.109,0.132,0.089,0.021,0.09,0.288,0.344,0.006,0.189,205.011,208.658,118.489,174.504,0.024,0.007,0.002,0.016,0.004,2.812,0,0.002,206.678,209.252,118.621,175.61,--,--,1.359,1.202,1.976,1772.593,0.169,0.024,1784.082,--,58726963,1315746,44214502,18315007,244019,706973,1750022,119055,0,798493,-6170,123364541,2820069,2576050,105756507,20428103,0.465,0.01,0.35,0.145,0.002,0.006,0.014,0.001,0,0.006,0,0.978,0.022,0.02,0.838,0.162,26520387,1148749,14537980,0,0,149049,0,0,0,0,0,0.626,0.027,0.343,0,0,0.004,0,0,0,0,0
2018,OK,40,35663,516564002,279590007,784950074,381055875,86223721,41568455,23954,12720,31728,38354704,4826840,673528,38515395,--,0.556,0.612,0.736,889.655,0.056,0.008,893.383,--,0.093,0.091,0.123,148.499,0.009,0.001,149.121,--,0.842,0.927,1.115,1347.575,0.085,0.012,--,1.568,30.792,0.523,0.843,1.548,30.791,0.558,0.835,3.541,2.781,0.038,1.109,2169.934,1565.927,999.311,1356.952,0.231,0.063,0.021,0.085,0.033,0.013,0.002,0.012,2185.651,1571.293,1000.493,1362.574,--,--,0.144,3.212,0.063,0.093,0.141,3.208,0.066,0.091,0.324,0.29,0.005,0.122,198.768,163.326,120.415,149.136,0.021,0.007,0.002,0.009,0.003,2.645,0,0.001,200.208,163.885,120.557,149.754,--,--,1.116,1.117,1.61,1521.814,0.107,0.015,1528.936,--,14906747,17978,41612986,0,1899846,332717,27338228,61626,0,53593,0,56591303,29632417,27732571,56924021,29299700,0.173,0,0.483,0,0.022,0.004,0.317,0.001,0,0.001,0,0.656,0.344,0.322,0.66,0.34,14484583,1094,21615498,0,0,58717,0,0,0,0,0,0.401,0,0.598,0,0,0.002,0,0,0,0,0
2018,OR,41,19174,171918575,76248952,569810988,240573164,63917832,26400197,8647,4545,2839,10003898,1135570,148549,10040226,--,0.271,0.344,0.089,313.024,0.018,0.002,314.16,--,0.101,0.119,0.033,116.379,0.007,0.001,116.802,--,0.853,1.085,0.28,986.593,0.056,0.007,--,2.583,0,0.594,0.728,3.084,0,0.796,0.984,3.591,0,0.01,0.25,2573.351,0,924.128,1034.923,0.253,0,0.016,0.032,0.037,0,0.002,0.004,2590.667,0,925.001,1036.9,--,--,0.211,0,0.074,0.087,0.211,0,0.093,0.109,0.293,0,0.001,0.03,209.76,0,114.451,123.851,0.021,0,0.002,0.004,0.003,0,0,0,211.172,0,114.559,124.087,--,--,1.417,1.853,0.608,1132.506,0.081,0.011,1137.829,--,1281563,3956,17922777,0,35442773,1071936,7447442,571696,176235,0,-545,19207750,44710082,9267309,20279686,43638146,0.02,0,0.28,0,0.555,0.017,0.117,0.009,0.003,0,0,0.301,0.699,0.145,0.317,0.683,1224426,0,6569575,0,0,546795,0,0,0,0,0,0.147,0,0.788,0,0,0.066,0,0,0,0,0
2018,PA,42,69518,1081368003,478890700,2026039516,876293933,215390666,94435425,46962,16005,70653,84463282,14715430,2064681,84954858,--,0.436,0.339,0.656,784.28,0.068,0.01,788.844,--,0.087,0.067,0.131,156.216,0.014,0.002,157.125,--,0.753,0.586,1.133,1354.913,0.118,0.017,--,1.515,3.222,0.191,0.708,1.123,2.238,0.181,0.524,2.989,0.771,0.005,1.132,2203.542,1716.368,846.64,1360.7,0.248,0.045,0.016,0.103,0.036,0.007,0.002,0.015,2220.499,1719.547,847.526,1367.637,--,--,0.141,0.25,0.027,0.083,0.103,0.183,0.026,0.063,0.278,0.06,0.001,0.133,205.318,133.114,118.951,159.543,0.023,0.004,0.002,0.012,0.003,1.066,0,0.002,206.898,133.36,119.075,160.357,--,--,0.999,0.783,1.346,1450.207,0.125,0.018,1458.637,--,44086284,624727,76391778,83476744,3602614,3035998,3566917,62475,0,560585,-22293,205117825,10268005,6665391,124677080,90708750,0.205,0.003,0.355,0.388,0.017,0.014,0.017,0,0,0.003,0,0.952,0.048,0.031,0.579,0.421,19929346,803999,25827814,0,0,795802,0,0,0,140153,0,0.42,0.017,0.544,0,0,0.017,0,0,0,0.003,0
2018,RI,44,2547,63006180,32930691,64752934,33521037,8372772,4335823,1646,858,64,3633191,137855,14229,3637034,--,0.393,0.396,0.015,867.858,0.016,0.002,868.776,--,0.052,0.052,0.002,115.328,0.002,0,115.45,--,0.402,0.405,0.016,888.18,0.017,0.002,--,0,49.182,0.413,0.413,0,40.188,0.41,0.411,0,4.5,0.007,0.008,0,2546.364,911.688,911.697,0,0.103,0.017,0.017,0,0.021,0.002,0.002,0,2555.091,912.652,912.662,--,--,0,3.155,0.054,0.054,0,3.152,0.054,0.054,0,0.289,0.001,0.001,0,163.324,119.202,119.202,0,0.007,0.002,0.002,0,2.644,0,0,0,163.883,119.328,119.328,--,--,0.147,0.141,0.011,906.448,0.017,0.002,907.415,--,0,75706,7894465,0,4100,211031,158606,28866,0,0,0,7970170,402603,398503,8181202,191572,0,0.009,0.943,0,0,0.025,0.019,0.003,0,0,0,0.952,0.048,0.048,0.977,0.023,0,44,4860284,0,0,44036,0,0,0,0,0,0,0,0.991,0,0,0.009,0,0,0,0,0
2018,SC,45,33321,396153420,192001480,979441773,451219575,99322723,45762092,14405,6113,8343,31312089,5902631,855006,31513267,--,0.29,0.267,0.168,630.512,0.059,0.009,634.563,--,0.073,0.064,0.042,158.081,0.015,0.002,159.096,--,0.658,0.606,0.381,1430.208,0.135,0.02,--,1.069,51.342,0.236,0.639,0.982,44.527,0.187,0.558,0.696,11.765,0.043,0.358,2047.548,4475.964,929.906,1467.217,0.243,0.157,0.019,0.126,0.035,0.031,0.003,0.018,2064.152,4489.251,931.123,1475.83,--,--,0.105,1.873,0.03,0.071,0.096,2.138,0.023,0.062,0.068,0.429,0.005,0.04,200.42,163.326,117.395,162.568,0.024,0.006,0.002,0.014,0.003,2.292,0,0.002,202.045,163.81,117.549,163.522,--,--,0.625,0.527,0.337,1423.299,0.118,0.017,1431.286,--,19483068,343903,21653796,52716469,2308985,2264358,0,510494,0,41651,0,94238886,5083837,2774852,43786776,55535948,0.196,0.003,0.218,0.531,0.023,0.023,0,0.005,0,0,0,0.949,0.051,0.028,0.441,0.559,11567271,3592,15267305,0,0,407130,0,0,0,0,0,0.425,0,0.56,0,0,0.015,0,0,0,0,0
2018,SD,46,5804,35590573,18260629,118591225,49620292,12616396,5200686,1374,720,966,3260153,590136,84896,3280179,--,0.218,0.277,0.153,516.812,0.047,0.007,519.987,--,0.077,0.079,0.054,183.203,0.017,0.002,184.329,--,0.782,0.994,0.55,1855.812,0.168,0.024,--,0.854,22.918,0.617,0.782,0.912,18.033,0.648,0.817,0.814,11.332,0.009,0.55,2253.263,3751.105,1057.202,1855.812,0.242,0.152,0.019,0.168,0.035,0.03,0.002,0.024,2269.831,3763.957,1058.239,1867.212,--,--,0.079,0.998,0.069,0.077,0.084,0.957,0.068,0.079,0.076,0.493,0.001,0.054,209.76,163.326,118.926,183.203,0.023,0.007,0.002,0.017,0.003,2.646,0,0.002,211.303,163.885,119.043,184.329,--,--,0.777,0.816,0.373,1596.954,0.118,0.017,1604.877,--,2339337,6396,1167719,0,6266270,0,2835002,1672,0,0,0,3513452,9102944,2836674,3513452,9102944,0.185,0.001,0.093,0,0.497,0,0.225,0,0,0,0,0.278,0.722,0.225,0.278,0.722,807948,1493,1017749,0,0,0,0,0,0,0,0,0.442,0.001,0.557,0,0,0,0,0,0,0,0
2018,TN,47,28022,347340876,168590254,821455175,371377336,81539018,36741805,14859,4858,14837,30315552,5691337,828135,30510086,--,0.364,0.264,0.364,743.584,0.07,0.01,748.355,--,0.086,0.058,0.085,174.558,0.016,0.002,175.678,--,0.838,0.608,0.836,1708.826,0.16,0.023,--,1.145,33.819,0.307,0.83,0.761,33.762,0.245,0.568,1.214,3.124,0.147,0.81,2159.982,1771.915,1045.909,1738.287,0.244,0.071,0.025,0.161,0.036,0.014,0.003,0.023,2176.72,1777.942,1047.393,1749.251,--,--,0.108,3.14,0.036,0.084,0.07,3.138,0.029,0.057,0.114,0.29,0.017,0.082,203.428,164.492,122.445,176.796,0.023,0.007,0.003,0.016,0.003,2.645,0,0.002,205.004,165.051,122.618,177.911,--,--,0.659,0.524,0.671,1712.503,0.153,0.022,1722.902,--,20966713,121672,13390688,36176382,9672881,982447,41009,167594,0,19380,253,70675087,10863931,1191050,35481152,46057866,0.257,0.001,0.164,0.444,0.119,0.012,0.001,0.002,0,0,0,0.867,0.133,0.015,0.435,0.565,14976216,1584,11864234,0,0,294376,0,0,0,0,0,0.552,0,0.437,0,0,0.011,0,0,0,0,0
2018,TX,48,191885,3018377984,1513365448,4180721467,1999242080,476834936,226944838,144294,69788,213361,233425577,32819522,4606426,234522179,--,0.605,0.615,0.895,979.062,0.069,0.01,983.662,--,0.096,0.092,0.141,154.67,0.011,0.002,155.396,--,0.811,0.825,1.2,1312.73,0.092,0.013,--,1.346,3.648,0.563,0.81,1.315,3.906,0.565,0.79,3.724,10.213,0.007,1.204,2254.9,2274.302,883.7,1320.989,0.253,0.057,0.016,0.092,0.037,0.01,0.002,0.013,2272.211,2278.554,884.592,1327.145,--,--,0.125,0.261,0.076,0.095,0.121,0.269,0.074,0.092,0.345,0.73,0.001,0.142,209.143,162.483,118.692,155.639,0.023,0.004,0.002,0.011,0.003,1.36,0,0.002,210.749,162.787,118.812,156.364,--,--,0.858,0.823,1.168,1298.884,0.085,0.012,1304.509,--,111722643,129313,239212717,41185739,1126378,1590082,75683313,3205647,0,2528335,450771,395229518,81605420,80479042,355633860,121201077,0.234,0,0.502,0.086,0.002,0.003,0.159,0.007,0,0.005,0.001,0.829,0.171,0.169,0.746,0.254,50351991,154932,125688897,0,0,405280,0,0,0,2060401,0,0.282,0.001,0.704,0,0,0.002,0,0,0,0.012,0
2018,UT,49,11495,336196399,148638848,378288609,168786789,39375424,17728816,32131,13762,14633,31461116,6564545,948141,31684412,--,1.632,1.553,0.743,1598.008,0.167,0.024,1609.35,--,0.191,0.185,0.087,187.159,0.02,0.003,188.488,--,1.837,1.747,0.837,1798.583,0.188,0.027,--,2.33,26.297,0.401,1.846,2.298,26.344,0.39,1.774,1.116,2.252,0.006,0.837,2115.559,1268.425,911.782,1813.026,0.247,0.051,0.017,0.189,0.036,0.01,0.002,0.027,2132.456,1272.768,912.711,1825.91,--,--,0.226,3.386,0.052,0.191,0.226,3.381,0.049,0.185,0.108,0.29,0.001,0.087,205.298,163.326,117.718,187.653,0.024,0.007,0.002,0.02,0.003,2.645,0,0.003,206.938,163.885,117.838,188.986,--,--,1.545,1.475,0.413,1604.02,0.152,0.022,1614.297,--,25912474,36574,8724119,0,927097,79460,794555,2223706,445737,6559,225143,34904869,4470555,3543458,34984329,4391095,0.658,0.001,0.222,0,0.024,0.002,0.02,0.056,0.011,0,0.006,0.886,0.114,0.09,0.888,0.112,8452330,787,5753680,0,0,4106,0,0,0,0,0,0.595,0,0.405,0,0,0,0,0,0,0,0
2018,VA,51,35922,551129387,258561196,879994975,399406783,94558960,42822420,21629,8299,10935,34955851,6007126,824311,35121298,--,0.457,0.388,0.231,739.345,0.064,0.009,742.844,--,0.078,0.064,0.04,126.852,0.011,0.001,127.452,--,0.675,0.572,0.341,1091.154,0.094,0.013,--,1.994,3.763,0.186,0.573,1.304,3.645,0.191,0.461,0.512,11.183,0.025,0.257,1874.756,1899.748,914.802,1108.907,0.202,0.167,0.018,0.054,0.029,0.026,0.002,0.007,1888.589,1911.612,915.792,1112.464,--,--,0.194,0.361,0.024,0.07,0.133,0.357,0.024,0.056,0.05,1.073,0.003,0.031,182.333,182.209,119.315,135.285,0.02,0.016,0.002,0.007,0.003,4.95,0,0.001,183.679,183.347,119.444,135.719,--,--,0.862,0.805,0.529,1241.02,0.108,0.015,1247.061,--,8756142,946607,49724077,29251668,472884,4644510,0,763072,0,0,0,88678495,5880466,5407582,64071336,30487624,0.093,0.01,0.526,0.309,0.005,0.049,0,0.008,0,0,0,0.938,0.062,0.057,0.678,0.322,7944134,745606,19732570,0,0,1881495,0,0,0,0,0,0.262,0.025,0.651,0,0,0.062,0,0,0,0,0
