SEQPLT,YEAR,PSTATABB,PNAME,ORISPL,LAT,LON,PLPRMFL,PLFUELCT,NAMEPCAP,COALFLAG,TOTALPOP,RAW_D_INDEX,RAW_D_LING,RAW_D_INCOME,RAW_D_MINOR,RAW_D_OVER64,RAW_D_UNDER5,RAW_D_LESSHS,N_D_INDEX_PER,N_D_LING_PER,N_D_INCOME_PER,N_D_MINOR_PER,N_D_OVER64_PER,N_D_UNDER5_PER,N_D_LESSHS_PER,S_D_INDEX_PER,S_D_LING_PER,S_D_INCOME_PER,S_D_MINOR_PER,S_D_OVER64_PER,S_D_UNDER5_PER,S_D_LESSHS_PER,N_D_INDEX,N_D_LING,N_D_INCOME,N_D_MINOR,N_D_OVER64,N_D_UNDER5,N_D_LESSHS,S_D_INDEX,S_D_LING,S_D_INCOME,S_D_MINOR,S_D_OVER64,S_D_UNDER5,S_D_LESSHS,DISTANCE
6230,2021,MT,Western Sugar Cooperative - Billings,62319,45.765346,-108.499232,SUB,COAL,1.5,Yes,36157,0.32,0.01,0.41,0.24,0.13,0.06,0.07,54,57,69,43,40,61,46,81,90,71,85,27,64,66,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.24,0,0.32,0.14,0.19,0.06,0.06,3
6231,2021,MT,Yellowstone Energy Limited Partnership,50931,45.8117,-108.4278,PC,OIL,68,,23477,0.21,0,0.27,0.15,0.16,0.07,0.05,34,0,48,32,52,69,37,52,0,37,71,37,72,53,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.24,0,0.32,0.14,0.19,0.06,0.06,3
6232,2021,MT,Yellowtail,2204,45.307406,-107.957515,WAT,HYDRO,278.2,,200,0.43,0,0.44,0.42,0.16,0.1,0.02,68,0,73,61,53,86,18,91,0,77,94,38,89,24,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.24,0,0.32,0.14,0.19,0.06,0.06,3
6233,2021,NC,1001 Ebenezer Church Solar,63444,36.283819,-80.843419,SUN,SOLAR,5,,6420,0.3,0.02,0.35,0.25,0.22,0.05,0.19,52,64,62,45,74,52,79,48,74,53,44,72,54,78,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6234,2021,NC,1008 Matthews Solar,63447,36.21669,-80.552473,SUN,SOLAR,4.9,,3726,0.27,0.01,0.4,0.13,0.17,0.08,0.17,46,57,69,29,57,74,74,41,68,62,25,54,76,71,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6235,2021,NC,1009 Yadkin Solar,63445,36.14749,-80.656114,SUN,SOLAR,4.9,,6437,0.24,0,0.3,0.18,0.22,0.08,0.12,41,0,54,36,73,72,64,35,67,45,33,70,74,59,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6236,2021,NC,1025 Traveller Solar LLC,62660,35.427308,-79.126319,SUN,SOLAR,5,,14203,0.49,0.08,0.47,0.51,0.21,0.08,0.17,73,81,76,67,69,75,75,74,91,72,70,67,76,73,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6237,2021,NC,1034 Catherine Lake Solar LLC,64478,34.78471,-77.498759,SUN,SOLAR,4.9,,13969,0.38,0.02,0.37,0.38,0.09,0.09,0.1,62,65,65,57,23,82,57,60,76,57,58,20,83,50,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6238,2021,NC,1045 Tomlin Mill Solar,63448,35.916178,-80.835488,SUN,SOLAR,4.9,,1984,0.3,0.03,0.36,0.23,0.13,0.06,0.19,50,70,64,42,40,58,78,47,81,55,40,37,60,77,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6239,2021,NC,1047 Little Mountain Solar LLC,62661,36.197067,-80.806725,SUN,SOLAR,3,,3551,0.21,0,0.29,0.13,0.2,0.04,0.12,34,0,52,28,69,44,64,28,0,43,24,66,47,58,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6240,2021,NC,1051 Lucky Solar LLC,64271,36.148986,-80.819654,SUN,SOLAR,3,,2239,0.3,0.04,0.46,0.15,0.18,0.03,0.16,52,70,75,32,62,31,73,48,81,71,28,59,34,70,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6241,2021,NC,1073 Onslow Solar,63446,34.773578,-77.185771,SUN,SOLAR,4.7,,2077,0.21,0,0.25,0.17,0.14,0.03,0.08,35,0,45,35,43,25,46,29,0,36,32,40,27,40,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6242,2021,NC,231 Dixon 74 Solar I LLC,61195,35.244125,-81.430385,SUN,SOLAR,2,,7695,0.29,0,0.36,0.22,0.15,0.05,0.16,50,0,63,42,50,45,72,46,0,55,40,47,47,68,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6243,2021,NC,232 Long Branch 29 Solar I LLC,63296,35.23222,-81.559722,SUN,SOLAR,2,,9762,0.41,0.01,0.46,0.36,0.19,0.06,0.13,65,57,75,56,63,58,66,64,68,71,57,60,60,61,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6244,2021,NC,315 Vinson Road,63979,35.629398,-78.385888,SUN,SOLAR,2,,17745,0.23,0.01,0.18,0.28,0.12,0.07,0.04,39,58,32,48,36,69,31,33,68,24,48,33,71,27,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6245,2021,NC,4Oaks,59534,35.4325,-78.411667,SUN,SOLAR,5,,6337,0.45,0.05,0.52,0.38,0.14,0.05,0.18,70,75,82,57,43,49,77,69,86,79,58,40,52,76,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6246,2021,NC,510 REPP One,57363,36.4972,-77.6058,SUN,SOLAR,1.3,,3024,0.57,0,0.48,0.66,0.24,0.05,0.26,80,0,78,76,78,53,88,82,0,74,81,76,55,89,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6247,2021,NC,ABD Farms,61525,35.728738,-79.748273,SUN,SOLAR,5,,7708,0.41,0.03,0.52,0.3,0.14,0.06,0.24,65,69,81,50,44,62,85,64,80,78,50,41,64,86,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6248,2021,NC,Achilles Solar,62621,35.359674,-79.911423,SUN,SOLAR,5,,5648,0.35,0.01,0.39,0.32,0.18,0.06,0.15,58,57,68,52,59,60,70,55,68,60,53,56,62,65,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6249,2021,NC,Acme Solar LLC,64238,34.324366,-78.996148,SUN,SOLAR,4.9,,923,0.5,0,0.57,0.44,0.25,0.03,0.17,75,0,86,62,82,30,74,75,0,84,64,80,32,71,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6250,2021,NC,AGA TAG Solar IV LLC,63225,34.27355,-78.06444,SUN,SOLAR,4.9,,10914,0.32,0.02,0.29,0.35,0.18,0.05,0.11,54,64,53,55,62,52,60,51,74,43,56,59,53,53,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6251,2021,NC,Ahoskie,59795,36.306369,-76.993138,SUN,SOLAR,5,,7108,0.55,0,0.41,0.7,0.21,0.06,0.18,79,0,69,78,70,55,77,80,0,62,84,68,57,75,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6252,2021,NC,Ajax Solar,60288,34.83091,-79.1194,SUN,SOLAR,5,,4912,0.74,0.05,0.64,0.85,0.16,0.07,0.3,92,74,90,86,51,69,91,93,85,90,92,49,71,93,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6253,2021,NC,Albemarle Beach Solar,64169,35.928188,-76.620452,SUN,SOLAR,80,,1075,0.69,0,0.63,0.75,0.25,0.02,0.15,89,0,90,81,81,18,72,90,0,90,86,78,19,68,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6254,2021,NC,Albemarle Hospital Unit,56339,35.3636,-80.1939,DFO,OIL,1.8,,16973,0.35,0,0.4,0.31,0.22,0.07,0.15,59,0,68,51,72,66,70,56,0,61,51,70,68,65,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6255,2021,NC,Albemarle Prime Power Park,56263,35.407208,-80.151849,DFO,OIL,3.6,,6665,0.32,0,0.34,0.29,0.18,0.05,0.17,54,0,60,50,60,55,75,51,0,51,49,57,56,72,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6256,2021,NC,Albemarle Solar Center LLC,58806,35.293056,-77.556944,SUN,SOLAR,5,,18399,0.65,0,0.53,0.78,0.25,0.06,0.21,86,0,82,82,80,63,82,88,67,80,88,78,65,82,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6257,2021,NC,Albertson Solar LLC,59901,35.093021,-77.812667,SUN,SOLAR,5,,1504,0.45,0.05,0.46,0.45,0.2,0.07,0.31,70,75,75,63,69,70,91,70,85,71,65,66,72,94,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6258,2021,NC,Alpha Value Solar,62054,36.157401,-76.489563,SUN,SOLAR,5,,2182,0.36,0.01,0.35,0.37,0.22,0.07,0.14,60,57,62,56,74,70,69,58,68,54,57,71,72,64,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6259,2021,NC,AM Best Farm,58344,35.418889,-77.985556,SUN,SOLAR,5,,19556,0.54,0.02,0.51,0.57,0.18,0.07,0.14,77,62,80,71,59,66,69,79,73,77,75,56,68,64,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6260,2021,NC,American Legion PV 1,59516,36.418333,-77.655833,SUN,SOLAR,16,,14542,0.58,0.01,0.55,0.62,0.22,0.06,0.19,81,57,84,74,74,61,78,83,68,82,78,71,63,77,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6261,2021,NC,Amethyst Solar,58730,35.316944,-81.926389,SUN,SOLAR,3,,9677,0.38,0.04,0.47,0.29,0.2,0.05,0.16,62,73,76,49,67,49,74,60,84,72,49,65,51,71,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6262,2021,NC,Anderson Farm LLC,59115,34.975556,-78.516667,SUN,SOLAR,1.9,,2946,0.41,0,0.4,0.43,0.21,0.03,0.11,66,0,68,61,70,34,59,65,67,61,63,67,36,52,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6263,2021,NC,Andrew Solar,59497,35.1608,-77.1099,SUN,SOLAR,5,,7759,0.46,0.06,0.45,0.46,0.17,0.06,0.21,70,77,75,64,57,58,82,70,87,70,66,55,60,82,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6264,2021,NC,Angel Solar,58731,35.651111,-81.208611,SUN,SOLAR,5,,17145,0.34,0.02,0.37,0.31,0.18,0.06,0.15,57,65,65,51,61,61,71,54,75,56,51,58,63,67,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6265,2021,NC,Angier Farm,58867,35.516389,-78.75,SUN,SOLAR,5,,12432,0.32,0.02,0.31,0.33,0.14,0.08,0.13,54,61,55,53,45,71,66,51,72,46,54,41,73,61,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6266,2021,NC,Apple Data Center - Fuel Cell 1&2,58264,35.588333,-81.266667,LFG,BIOMASS,10.5,,4331,0.19,0.01,0.22,0.16,0.19,0.08,0.1,29,59,40,33,64,76,57,24,70,31,29,62,77,50,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6267,2021,NC,Apple Data Center - PV2,58701,35.738889,-81.207778,SUN,SOLAR,20,,17370,0.3,0.03,0.33,0.28,0.18,0.05,0.14,52,69,59,48,61,51,68,48,79,50,47,58,53,64,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6268,2021,NC,Apple Data Center PV,57994,35.588135,-81.25198,SUN,SOLAR,21,,5895,0.21,0.01,0.22,0.2,0.19,0.06,0.12,34,57,41,39,62,61,63,28,68,31,36,60,62,58,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6269,2021,NC,Apple Data Center PV3,59474,35.715,-81.15,SUN,SOLAR,17.5,,10053,0.27,0.02,0.29,0.24,0.2,0.05,0.13,46,62,52,44,67,55,67,41,73,42,43,65,56,61,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6270,2021,NC,Apple One,58828,35.629444,-81.156944,SUN,SOLAR,5,,7434,0.31,0.03,0.39,0.23,0.19,0.04,0.18,52,68,67,42,65,43,77,49,79,60,40,62,46,75,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6271,2021,NC,Ararat Rock Solar LLC,58492,36.461111,-80.600556,SUN,SOLAR,3.5,,9477,0.34,0.02,0.5,0.18,0.21,0.05,0.21,57,65,79,37,70,54,82,55,76,76,33,67,55,82,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6272,2021,NC,Arba Solar LLC,58801,35.396389,-77.703611,SUN,SOLAR,2,,2064,0.43,0.02,0.31,0.54,0.16,0.03,0.21,67,65,56,69,54,33,82,67,75,46,73,52,35,82,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6273,2021,NC,Arborgate Solar,62623,35.717391,-79.11946,SUN,SOLAR,5,,2460,0.16,0,0.17,0.16,0.16,0.02,0.05,24,0,30,34,51,21,37,19,0,22,30,48,22,31,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6274,2021,NC,Archer Daniels Midland Southport,54316,33.9397,-77.9905,NG,GAS,52.5,,3926,0.2,0.01,0.24,0.16,0.39,0.04,0.06,33,59,45,34,95,43,40,27,70,35,30,95,45,35,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6275,2021,NC,Arndt Farm,58315,35.779167,-81.175556,SUN,SOLAR,5,,10186,0.26,0.03,0.3,0.21,0.2,0.08,0.15,44,66,54,41,66,73,70,39,77,44,38,64,75,65,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6276,2021,NC,Arthur Solar LLC,62136,34.16087,-78.84663,SUN,SOLAR,5,,3915,0.43,0,0.44,0.42,0.21,0.06,0.19,68,0,73,61,71,56,79,68,0,67,62,68,58,78,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6277,2021,NC,Asheville,2706,35.4731,-82.5417,NG,GAS,1011.5,,32064,0.22,0.04,0.23,0.2,0.19,0.05,0.05,36,73,43,39,64,49,34,30,84,33,36,61,52,29,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6278,2021,NC,Asheville-Rock Hill Battery,63064,35.54012,-82.517383,MWH,OTHF,8.8,,28633,0.28,0.03,0.33,0.23,0.22,0.04,0.08,47,68,58,42,73,44,47,43,78,49,40,71,47,40,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6279,2021,NC,Ashley Solar Farm,59566,36.126111,-80.798889,SUN,SOLAR,4,,2536,0.27,0.05,0.36,0.17,0.16,0.04,0.16,46,76,63,35,51,42,73,41,86,55,32,48,44,69,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6280,2021,NC,Aspen Solar LLC,59694,34.791163,-78.012122,SUN,SOLAR,5,,4716,0.58,0.04,0.56,0.59,0.22,0.06,0.23,81,72,85,72,75,62,84,82,83,83,77,72,64,84,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6281,2021,NC,Atkinson Farm Solar,60982,34.896953,-77.795169,SUN,SOLAR,5,,4875,0.47,0.06,0.44,0.51,0.17,0.04,0.17,72,77,73,67,56,40,74,72,88,68,70,54,42,71,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6282,2021,NC,Atkinson Solar II,62096,34.897,-77.792,SUN,SOLAR,1.9,,4927,0.47,0.06,0.44,0.51,0.17,0.04,0.16,72,77,73,67,57,40,74,72,88,68,70,54,42,71,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6283,2021,NC,ATOOD Solar IV LLC,63383,34.27532,-78.061015,SUN,SOLAR,5,,10890,0.32,0.02,0.29,0.35,0.18,0.05,0.11,54,64,53,55,62,52,60,51,74,43,56,59,53,53,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6284,2021,NC,Audrey Solar,58732,35.328056,-81.621944,SUN,SOLAR,3,,4567,0.34,0,0.4,0.28,0.2,0.06,0.13,57,0,68,48,68,56,66,54,0,61,47,65,58,60,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6285,2021,NC,Augustus Farm LLC,60313,35.599685,-77.639109,SUN,SOLAR,4.9,,4753,0.49,0,0.42,0.55,0.22,0.06,0.14,73,0,72,70,74,59,68,74,67,66,74,72,61,64,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6286,2021,NC,Aulander Holloman Solar LLC,62340,36.29116,-77.066561,SUN,SOLAR,80,,1899,0.5,0,0.45,0.56,0.21,0.06,0.17,75,0,74,71,71,55,75,76,0,69,75,68,57,72,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6287,2021,NC,Aulander Hwy 42 Solar LLC,63332,36.248563,-77.085241,SUN,SOLAR,5,,2160,0.52,0,0.46,0.57,0.2,0.12,0.22,76,0,76,71,67,90,83,77,0,72,75,64,91,83,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6288,2021,NC,Auten Road Farm LLC,60634,35.30498,-81.13735,SUN,SOLAR,5,,24559,0.41,0.02,0.39,0.43,0.16,0.07,0.18,66,65,68,61,54,68,77,65,75,61,63,51,70,75,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6289,2021,NC,Avalon Hydropower,54801,36.423715,-79.952494,WAT,HYDRO,1.2,,6259,0.3,0.01,0.42,0.19,0.27,0.05,0.18,52,57,71,37,84,50,77,48,67,65,34,82,52,76,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6290,2021,NC,Ayrshire,58792,35.283056,-81.615278,SUN,SOLAR,19.4,,6682,0.26,0,0.33,0.2,0.23,0.06,0.09,45,0,58,39,77,60,53,40,0,49,36,75,62,46,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6291,2021,NC,Badger,62603,34.83896,-77.228776,SUN,SOLAR,5,,2044,0.28,0,0.33,0.22,0.11,0.02,0.07,47,0,59,41,33,22,45,43,0,50,39,30,24,39,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6292,2021,NC,Bailey Farm LLC,59127,35.7875,-78.139722,SUN,SOLAR,5,,3337,0.39,0.01,0.39,0.39,0.15,0.06,0.14,63,57,67,59,49,63,68,62,67,59,60,47,65,63,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6293,2021,NC,Bakatsias Solar,61527,36.072359,-79.347471,SUN,SOLAR,5,,19875,0.45,0.03,0.44,0.47,0.15,0.07,0.16,70,68,73,64,50,66,72,70,79,68,67,47,68,69,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6294,2021,NC,Baker PV 1,59517,36.270278,-77.060278,SUN,SOLAR,5,,1744,0.5,0,0.46,0.54,0.22,0.05,0.17,74,0,75,69,75,52,75,75,0,71,73,73,54,73,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6295,2021,NC,Balsam,59828,35.458889,-79.173889,SUN,SOLAR,5,,26290,0.56,0.06,0.51,0.6,0.15,0.07,0.2,79,79,81,73,46,70,80,81,89,78,78,43,72,79,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6296,2021,NC,Baltimore Church Solar LLC,60144,34.466688,-79.152443,SUN,SOLAR,5.4,,3172,0.61,0,0.56,0.66,0.23,0.06,0.28,83,0,85,76,75,62,90,85,67,83,81,73,64,92,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6297,2021,NC,Barker Solar LLC,61194,34.635599,-78.928657,SUN,SOLAR,5,,5432,0.56,0.02,0.48,0.64,0.13,0.07,0.18,79,66,77,75,39,66,77,81,76,73,80,36,68,75,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6298,2021,NC,Barnhill Road Solar LLC,60782,36.269175,-76.299469,SUN,SOLAR,3.1,,5925,0.29,0,0.14,0.45,0.16,0.02,0.09,50,0,24,63,54,21,51,47,0,17,65,52,22,44,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6299,2021,NC,Battleboro Farm,60369,36.05864,-77.76077,SUN,SOLAR,5.2,,1900,0.48,0,0.32,0.64,0.24,0.04,0.14,73,0,57,75,79,37,68,74,0,47,80,76,39,64,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6300,2021,NC,Battleground,59038,35.22,-81.33,SUN,SOLAR,3.5,,11400,0.37,0.01,0.47,0.27,0.19,0.06,0.15,61,58,77,47,65,56,71,59,68,73,46,62,58,68,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6301,2021,NC,Bay Branch Solar,60601,35.4745,-77.1191,SUN,SOLAR,5,,2915,0.38,0.02,0.37,0.38,0.17,0.05,0.12,62,61,65,58,57,48,64,60,72,57,58,55,50,58,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6302,2021,NC,Bay Tree,63976,34.70414,-78.393358,SUN,SOLAR,70.1,,972,0.37,0,0.34,0.41,0.08,0.04,0.2,62,0,60,60,20,40,80,60,0,51,61,18,42,79,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6303,2021,NC,Bayboro Solar Farm,61528,35.148339,-76.810226,SUN,SOLAR,5,,3044,0.44,0.03,0.49,0.38,0.23,0.05,0.16,68,66,79,58,77,46,74,68,77,75,59,75,48,71,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6304,2021,NC,Beaker,65502,35.597904,-77.609438,SUN,SOLAR,5,,7127,0.49,0,0.43,0.55,0.22,0.05,0.13,74,0,72,70,73,47,66,75,67,67,74,70,49,60,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6305,2021,NC,Bear Creek Dam,2741,35.242677,-83.072007,WAT,HYDRO,9,,769,0.22,0.02,0.29,0.14,0.26,0.09,0.15,36,65,52,31,82,80,71,30,76,43,27,80,81,67,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6306,2021,NC,Bear Creek Solar,61351,35.540344,-79.449053,SUN,SOLAR,2,,976,0.2,0,0.29,0.11,0.16,0.07,0.14,32,0,52,26,52,70,70,27,0,42,21,49,72,65,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6307,2021,NC,Bearford Farm Solar Project,59567,34.61,-77.924167,SUN,SOLAR,5,,1472,0.39,0,0.43,0.35,0.19,0.04,0.17,63,0,73,55,63,37,75,62,0,67,56,61,39,72,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6308,2021,NC,Bearford Solar II,59488,34.611944,-77.928889,SUN,SOLAR,4.9,,1557,0.39,0,0.43,0.34,0.19,0.04,0.16,63,0,72,54,62,37,74,61,0,66,55,60,39,71,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6309,2021,NC,BearPond Solar Center LLC,58955,36.276111,-78.377222,SUN,SOLAR,4.8,,9508,0.59,0,0.51,0.66,0.15,0.08,0.22,81,0,80,76,46,77,82,83,67,77,81,43,78,82,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6310,2021,NC,Beaufort Solar LLC,59887,35.456,-77.134,SUN,SOLAR,15,,1702,0.32,0.01,0.37,0.27,0.15,0.05,0.11,54,59,64,48,49,54,60,51,70,56,47,46,55,54,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.35,0.02,0.33,0.37,0.16,0.06,0.11,3
6311,2021,NC,Beetle Solar,59511,35.1785,-81.665,SUN,SOLAR,4,,3865,0.27,0,0.23,0.31,0.16,0.08,0.11,46,0,42,51,52,77,59,36,0,29,46,45,78,50,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.37,0.01,0.34,0.37,0.18,0.06,0.12,3
